#Table1
bestObjID,ra,dec,z
1237657613413253389,178.014353446881,58.523769077975,22.61141
1237655109451120864,182.124257009842,60.9817899369244,22.45792
1237658312403976710,183.853587997208,60.3593025208723,22.35301
1237655108377575971,183.306188561046,60.161108839088,22.28297
1237655369286943151,179.457825688845,61.8404127792385,22.2674
